,Bio_personality,food_drink,hobby_interests
4891,"thích đi chơi cùng những người bạn thân thiết, hướng ngoại, làm quen nhiều bạn mới, là người, hướng nội","bimbim, bún, hủ tiếu …., gà rán","thích nghe nhạc, xem phim đặc biệt là thích nhạc của sơn tùng m-tp"
4892,"hướng nội, hướng ngoại partime","ăn vặt, nước ngọt","bới lội, chơi game"
4893,"cực đoan, nói nhiều, hướng nội",Bánh ngọt,"chơi game, coi phim, vẽ"
4894,"cần nhiều riêng tư, hướng nội",Cơm nhà,"vẽ, xem phim"
4895,Bình thường,Cơm,Đá bóng
4896,"thích giao lưu, quyết đoán, nhiệt tình","mì, phở…, hủ tiếu, bánh canh","xem phim hàn, chơi game"
4897,"ít nói với người lạ, trầm tính.","thích đồ chiên, nướng","đá bóng, giải đố"
4898,Người hướng ngoại,"trà đào, bún cá châu đốc, cơm tấm long xuyên","yoga, toán, …, tin học"
4899,Nửa nội nử ngoại,Udon,Nghe nhạc
4900,Nói nhiều hướng ngoại thích đi đây đó,hamburger,Câu cá đá bóng
4901,"thích ở một mình, ít nói hướng nội",Trứng ốp la,Chơi game
4902,"hoà đồng với mọi người, một người vui vẻ",Món nào chay đều thích,Xem phim
4903,"một người hướng ngoại làm biếng, thích ở một mình","rau củ, trái cây",Trang trí phòng ngủ
4904,"một người nửa hướng nội, nửa hướng ngoại, phần hướng nội nhiều hơn","trà sữa, mỳ xào, bún chả, bánh cuốn",thích động vật
4905,".... nhưng thích trải nghiệm điều mới, thích ở một mình, một người ít nói hướng nội, lowkey",trừ đồ đắng ra thì mình đều ăn được,"..., du lịch, truyện, đọc sách, âm nhạc"
4906,"hướng nội, hướng ngoại, ","tôm, trứng, những món có vị chua","xem phim, đọc sách, du lịch"
4907,Hướng nội part time,Thịt kho tàu,Đá banh
4908,"hoà đồng, hướng ngoại, vui tính, thích được đi chơi","7up, trà đào, đùi gà, bún đậu mắm tôm, bia","đi chơi cùng bạn bè người thân, cafe, bóng rổ, đá bóng"
4909,Khó giao tiếp,Bánh bò,Đọc sách
4910,"hướng nội, khó bắt chuyện với người lạ","snack khoai tây, kem ốc quế..., bánh mì kẹp các loại","nghe nhạc, phim hành động, các chương trình giải trí"
4911,Vui vẻ ích nói,Nước suối trà nóng,Gym
4912,"có phần hơi thích kiểm soát, thích làm việc, ở một mình, một người ít nói hướng nội","mì xào, các loại trà trái cây, bánh mỳ","chơi game, bóng rổ, mầy mò linh kiện máy tính, bơi lội"
4913,Hướng ngoại,"các loại lẩu, hải sản, ... thật ra thì ngoại trừ rau cần, các loại bún, thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon, các loại thịt nướng, vị đậm đà😋, cơm cháy kho quẹt, những món ăn liên quan đến kim chi","tập thể dục ngoài trời, đi từ thiện, decor phòng, được ăn, đạp xe đạp, nấu ăn, tập trung nghiên cứu một vấn đề nào đó, coi anime, đi phượt, ngắm bầu trời, đọc sách, tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh."
4914,Là người hướng nội part time,"thích ăn mì cay, bún đậu mắm tôm",Thích nghe nhạc
4915,"hướng nội, nhạy cảm, nội tâm",Trà sữa double trân châu,Chơi game
4916,Hướng nội,Bánh tráng các loại,Ngủ
4917,"thích giáo tiếp với nhiều người, cũng hơi hướng ngoại, hơi hướng nội","các loại bánh ngọt, mặn, pizza",Thích xem phim
4918,"thích yên tĩnh, hướng nội","bánh xèo, bánh mì","nghe nhạc, cầu lông"
4919,"nhưng lại thích giao lưu =)), thích ở một mình",Cơm nước ngọt blahblah,"thể thao, đá bóng"
4920,mình khá dễ hòa đồng nhưng tùy đối tượng,"trà đào, đồ ngọt",Nghe nhạc
4921,người hướng nội,ăn đồ tự nấu,chơi game
4922,Hướng nội,Bún đậu,Bóng rổ
4923,"hay giận vu vơ, ít nói với người lạ, thường thích ở một mình","c2, gà rán, thịt xào nấm mèo, bánh mì, nui xào, sting, fanta","chơi game, xem tin tức công nghệ, nghe nhạc"
4924,"là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime, sống lowkey","pizaa ..., socola, buger","xem phim, edit, chơi game, , chụp ảnh"
4925,"dễ tính, nói nhiều, xàm",Mì Nước lọc,Chơi yasua
4926,Hướng nội,Ăn đồ ngon,"học công nghệ, chơi game"
4927,"đôi khi hướng nội, đôi khi hướng ngoại","đồ ngọt, thích ăn cay","diy.., bơi, cầu lông"
4928,"thích một mình, thích đông vui, , hoà đồng",Thích đồ chay,Gym
4929,"vui vẻ, thoải mái, nghiêm túc, thích vui","bánh ngọt, kem","môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính, trí tuệ như nhau nên điều đó cũng là một sự thú bị"
4930,"hòa đồng, thân thiện, vui vẻ",trà sữaaaaa,"đi coi phim, đi ăn, đi tập thể dục, du lịch"
4931,"vui vẻ, một người hoà đồng thích, có quy tắc riêng, thích sạch sẽ",Ăn đồ tốt cho sức khỏe,"thường thức tác phẩm nghệ thuật, xem phim"
4932,"thích giao tiếp, hướng ngoại",Kem,"đọc truyện, xem phim"
4933,", thích tham gia các hoạt động xã hội, mình là một người thích vẽ năng động","đồ nướng, đặt biệt là trà sữa, mình rất thích đồ ăn vặt","mình rất thích nghệ thuật, mình còn có thể chơi cầu lông nữa, thường hay quan tâm những tin tức về nó"
4934,"khá vui vẻ, là người ít nói",Thịt nướng,Chơi game
4935,Hướng nội,Nước lọc,Chơi thể thao
4936,"ít nói hướng nội, thích ở một mình","bún bò, bánh canh, mỳ quảng, bánh bèo",Esport
4937,Hướng nội,thích ăn mì cay,Bóng đá
4938,"hướng nội, mình là người, hướng ngoại",Mình thích ăn bánh tráng cuốn,mình thích hát
4939,"ghét sự cô đơn, hướng ngoại ít nói thích ở một mình",pepsi vị chanh không calo,"bóng bàn, thích đá banh"
4940,Vui nhộn,Thích caffee,"chơi vape, thích chơi bóng rổ"
4941,"ít nói, hướng nội",Hầu hết các món con người dùng được,Nghe nhạc
4942,"hướng ngoại, dễ thích nghi","coca cola, bim bim, đồ cay, trà sữa, bia","ngôn ngữ, chạy bộ, xem phim"
4943,"thích ở 1 mình, hướng nội, cá tính mạnh","khoai tây lắc, spaghetti, salad, các đồ ăn hỗ trợ cho việc giảm cân, pizza","cờ vua, âm nhạc, hội hoạ, ngoại ngữ"
4944,"nói khi cần thiết, hướng nội, muốn một mình nhưng sợ cô đơn, hiếm khi thấy vui, có thể mời người ta đi ăn nếu vui, có thể đi ăn ngoài nếu được mời","sâm bổ lượng, cà phê, hoành thánh, khô các loại, cơm chiên các loại, xôi mặn, nước ngọt có ga, mì các loại, beer, cơm đậu hũ dồn thịt xốt cà, bánh mì, cơm gà, cơm bò xào, bò kho, mì quảng, hủ tiếu nam vang, cơm sườn","chơi đàn, nghe nhạc"
4945,", hướng ngoại, hướng nội",Mì cay,"xem phim, nghe nhạc"
4946,"hướng nội, ít nói",Cơm tấm sườn bì chả,Trò chơi điện tử
4947,"yêu thiên nhiên, là một người nhiệt tình, hoạt bát",lẩu cá đuối,bóng đá
4948,thích kết bạn,đồ ăn healthy,nấu ăn
4949,Là một người thiếu ngủ,Đi ăn với bạn,"học toán, thể thao, ngủ"
4950,Đôi lúc hướng ngoại đôi lúc hướng nội,Mỳ cay,Học ngoại ngữ
4951,Trầm tính,Phở,Mua sắm
4952,"một người hướng nội, thích ở một đám",thích ăn cá thác lác chiên,"kinh quẻ, pokemon, đông y, chiêm tinh, phong thủy"
4953,"hòa đồng, mình là dễ gần","trà sữa, nước ngọt","đọc sách, nghe nhạc"
4954,"sống cống hiến, hướng nội, tự do","bánh canh, thịt nướng, mì gói, bánh cam, fastfood, kẹo, lẩu, bánh mì, nước ngọt có ga, bánh, hải sản nước, mì xào mì trộn, bánh khọt, bánh căn, bánh bò, các loại đồ ngọt như chè, ........; nói chung là mình thích ăn rất nhiều món :3, bún nước lèo, bánh tàu hủ. các món nướng như cơm sườn, bột sò, mứt; các loại món nước như hủ tiếu, ...; các loại thức ăn truyền thống của miền nam như bánh xèo","thế giới, ko thích bị ép buộc, của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng), tìm hiểu những kiến thức đa ngành, tò mò về cách vận hành của xã hội"
4955,Hoà đồng vui vẻ,Socola đá xay,Chơi game
4956,Hướng nội,Trà sữa,Ngủ
4957,Tính cách thất thường,Cứ đồ ăn là thích,"xem phim, mua sắm"
4958,Năng động,"gà rán, trà sữa","phim hoạt hình, xem phim ngôn tình"
4959,"thích ở một mình, hoà đồng, ít nói","xúc xích, kem, sting",Nghe nhạc
4960,"thích ở một mình., một người ít nói hướng nội","cơm tấm, mỳ trộn, phở, ...","cầu lông, bơi, gym, ..."
4961,"hoà đồng nhưng cũng thích ở một mình, ít nói",Đồ ăn ngọt,Đọc sách
4962,"thích ở một mình., nhạy cảm, ít nói, hướng nội",Cái gì cũng thích ăn,"tiêu tiền., đi chơi, ăn uống, kiếm tiền, nghe nhạc, du lịch"
4963,Vui vẻ,Salad,Ko
4964,Hướng nội nhưng thích đi chơi,Sinh tố bơ,Game
4965,"hướng nội, tích cực, lắng nghe","bún đậu, gà rán","đá bóng, gym, xem phim"
4966,Là người hướng nội,Thích đồ ngọt,Thích đi du lịch
4967,Hướng nội,Mì cay,Toán
4968,"mình là một người hướng ngoại, , trải nghiệm, thích đi dây đó","đặc biệt là mì cay, mình rất thích ăn đồ ăn cay","đá cầu, đá bóng, thích khám phá xung quanh"
4969,"thích ở một mình, một người ít nói hướng nội","đồ ngọt, coca cola",chơi game
4970,Không thích nơi đông người,"cà phê, thức ăn có vị cay","coding, học công nghệ, xem bóng đá"
4971,Hướng nội,Fast food,Đọc truyện
4972,hướng nội,thích ăn,code
4973,"thân thiện, hướng ngoại, dễ tiếp xúc, hiền hoà","đồ cay hàn quốc, bánh ngọt","ngoại ngữ, toán"
4974,"vui vẻ…, dễ thích ứng, thẳng tính","kẹo dẻo, coca cola…","đá banh, đọc sách, nghe nhạc, …"
4975,"nhưng ít nói, hoà đồng",Bánh . nước coca . mì cay...,Thích
4976,Thích ở 1 mình,"lẩu chay, bánh mì kẹp, nước dừa","phim, game, truyện, hóng drama, tin khoa học"
4977,Hướng nội,Xoài chua chấm muối ớt chua lè,Xem phim
4978,"ít nói với người lạ, nói nhiều với người quen",Đồ ăn Hàn. Đồ uống healthy,"đi đây đi đó với bạn bè( một mình), thích đi du lịch"
4979,ambivert,đồ ăn nhanh,nghe nhạc
4980,hướng nội,bún bò,đá bóng
4981,Hướng nội nói nhiều,Bún chả nướng,Quay tik tok
4982,"náo động vùng trời :), bạo lọan",Có ăn . Nhiều lắm nào cũng ăn được,Nhiều lắm . Chơi được đa nghề :)
4983,Hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ,Gà,Bơi lội
4984,Nói nhiều,Trà đào thạch sữa,Thích học bài
4985,Mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân,"không đặc biệt yêu thích gì, chỉ cần không cay là được",Mình thích ngôn ngữ
4986,"vui vẻ, hòa đồng","món nướng, lẩu, đồ ngọt, kem, trái cây",du lịch
4987,"hướng nội, ngoại",Matcha đá xay,Mua sắm
4988,Bình thường 🤤,No,Ngủ
4989,Hướng nội,Dưa hấu,Đọc sách
4990,thích đi đâu đó,"phở, bánh mì",bóng đá
4991,Là người hướng nội,"đồ nhướng, đồ chiên, ",Ở nhà một mình
4992,Nói nhiều thích đám đông,Ăn cơm,Đá bóng
4993,hướng nội ít nói,"bún bò, phở, cơm tấm","nghe nhạc, chơi game"
4994,Hướng nội tích cực,Ăn được uống được,Vẽ
4995,"vui tính, dễ bị lung lay bởi cảm xúc, thân thiện, ít nói, nhạy cảm",trà sữa,"toán, bơi lội, thiên văn học, thích đá bóng"
4996,Hướng nội,Ăn cơm,Thích đọc sách
4997,"hướng ngoại, dễ hòa nhập",Eatclean,"nghe nhạc, viết lách"
4998,"lúc hướng ngoại, có lúc hướng nội","olong, bún rêu, bún thịt nướng, cháo lòng","xem phim, ngủ:)), vẽ, làm gốm"
4999,"thân thiện, hoà đồng",Gà jollibee,Bóng rổ
5000,Em thích ở tập thể nhưng có không gian riêng. Em hướng nội hướng ngoại part time,Em thích các loại bún ạ,"học ngoại ngữ, em thích chơi nhạc cụ"
5001,Thích ở một mình,"bò kho, mì quảng","thích chơi game, thích đá bóng"
5002,"hơi ngại giao tiếp nhưng sẵn sàng học hỏi, chung chung",trà đào,"đọc sách, du lịch cùng bạn"
5003,Hướng nội,Trà chanh,Travelling
5004,"đam mê học tập, hướng nội, cống hiến hết mình","cũm được, cơm ngon còn bánh bao hơi dở","đánh bóng bàn, đọc sách"
5005,Ít nói,"cơm, rau","đi chơi, đọc sách"
5006,"một người ít nói hướng nội, thích ở một mình",bánh mì,"ngủ, code, nghe nhạc"
5007,Lowkey,Bánh mì,Code
5008,Hướng ngoại vui vẻ hòa đồng,Trà sữa,"bơi lội, game"
5009,"vui vẻ..., năng động",Phở,Cầu lông
5010,Thích cứ gái,Ăn đồ ngọt uống nước ngọt,Thích đá banh
5011,"thích ở một mình, là một người ít nói hướng nội",bánh mì,tâm lý học
5012,"người suy nghĩ nhiều, hướng nội khi không có ai",Phô mai kéo sợi xúc xích đồ hàn,Thich chơi thể thao võ
5013,Hướng nội,Cũng không biết nữa 😂,Cũng không biết thích gì
5014,Hướng ngoại,Đồ hàn,Xem phim
5015,ít nói,"trà, cơm, cà phê","ngủ, đọc truyện"
5016,Vui tính,Bánh kẹp thịt,Toán
5017,Indoor type,Suit my taste is fine,"game, phụ kiện công nghệ"
5018,"thích ở 1 mình, thích gọn gàng, độc lập","bị dị ứng hải sản có vỏ, thích ăn bánh mì, ăn vặt, đặc biệt là tôm",thích nhảy
5019,Hướng nội,Cà phê,Đá bóng
5020,hướng nội,đồ ngọt,toán học
5021,Hoà đồng,Mì cay,"chụp ảnh, code, âm nhạc"
5022,"áp dụng công nghệ mới, thích tìm hiểu","bánh mì, mì gói, stings, coca cola, cơm",Đọc sách
5023,Hướng nội,Bánh tráng trộn,Ca hát
5024,"ít nói, hướng nội",Không có cụ thể thích 1 món ăn hay đồ uống nào,"học tiếng anh, nghe nhạc, thích đọc truyện"
5025,Không thích sự ồn ào,Cafe,Ko thích gì hết
5026,Hướng nội,Pizza,"chạy bộ, bơi"
5027,"thích nghệ thuật, là một người nội","nem nướng, rau má mix","thích vẽ, hát"
5028,"hòa đồng không thích đám đông lắm nhưng dễ hòa nhập, vui vẻ",trà chanh trân châu,"đọc sách, nghe nhạc, tập thể dục, xem phim"
5029,"thích ở 1 mình, ít nói, hướng nội","trà sữa, xôi, cơm chiên, trứng, bánh mì, ..., mì cay, pepsi","thích coi phim, đi du lịch, đá bóng, chơi game, bóng rổ, đi cắm trại"
5030,Ở nhà hướng nội ra đường hướng ngoại 🙄,"cút lộn rang me, lẩu gà, mì xào, bánh bao, chè bưởi, bò né, bún mắm, hột vịt lộn rang me, gà rán, bò nướng, bún bò, cháo lòng, bánh tép, bánh xèo, nem nướng, bánh chuối chiên, gà hấp nước mắm, bánh canh, lẩu bò, bún riêu, ........., hủ tiếu xào, cháo gà, canh kim chi, lẩu thái, ham bơ gơ, trà sữa",Ngủ coi phim ăn
5031,"thích nơi đông người, là một người ít nói hướng nội","cơm người yêu nấu, ăn cơm mẹ nấu","thích đá bóng, chơi game"
5032,"nhưng không hẳn hướng nội :)), dễ ngại, ít nói",Fanta vị nho : D,"chiêm tinh học, kpop, thần số học, tiếng anh..."
5033,Hướng ngoại,Kem,Ngủ
5034,"hòa đồng, chia sẽ, quan tâm người khác","sting, coca cola, cơm gà, hũ tiếu","bóng chuyền, thích đá bóng, cầu long."
5035,"nhiệt tình, hòa đồng, vui vẻ",Thịt,Chơi game
5036,Thích sống ở trọ,Mì gói,"chơi game, đọc sách"
5037,"không thích ồn ào, hướng nội","mì udon, trà sữa, cà phê sữa...","vẽ..., kpop"
5038,"thích ở một mình, là một người ít nói, hướng nội","..., trà đào, bánh ngọt chill, thức ăn chill, coffee chill","vệ sinh máy tính, dân chơi hệ điều hành (windows, android, thích chill, tháo, ios, phá máy tính, mac os, ...), linux, ráp pc"
5039,"thích ngoại giao, hoạt bát, o tập thể, thoải mái khi gia nhập","phở); thức uống: nước có ga, đồ ăn: các món nước (bún","toán, khoa học, kĩ thuật"
5040,"hướng ngoại, hướng nội, ","trà sữa, tôm chiên, trà đào…, kem","xem phim, …., vẽ, cầu lông"
5041,"là một người 2 hướng, hướng nội về đêm. có thể chia sẻ giúp mn vượt qua sự tiêu cực nhưng bản thân mình thì không","bún bò, hải sản",Đi dạo
5042,Hướng nội,"trà sữa, gà phô mai",Vẽ
5043,Hướng nội,"coca cola, xôi, bánh mì","trồng cây, hích võ taekwondo"
5044,"thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng, là một ambivert, không lười thì đi có hứng thì xác xe",ăn cơm mẹ nấu,"cầu lông, chơi game"
5045,Hương ngoại nhưng khó kết bạn với hơi trầm,Chocolate,"bơi, ăn, thể thao, chơi game, phim"
5046,Hướng nội nữa mùa,"bún riêu, bánh ướt, bún cá, trà đá","khám phá xung quanh, du lịch"
5047,"vui vẻ, hay ngại",Món j có topping thì đều thích,Thích ngồi lướt mạng XH cả ngày
5048,"ít nói, thích không gian riêng",Đồ ăn ngọt,"đi du lịch, chụp ảnh"
5049,hướng ngoại nhung thích ở một mình,"cafe, bánh tráng","xem phim, nghe nhạc"
5050,"vui vẻ, hoà đồng, tích cực","1. Tofu
2. Bánh mì ( thích mọi loại bánh mì)
3. Nước ép","Thích:
1. Thiên nhiên cây cỏ
2. Bóng bàn"
5051,"nghiêm túc, logic","thịt nướng, pepsi","code, hacking"
5052,"tôi là một người hoạt bát, nhanh nhẹn",bánh kẹp thịt bò với sữa,chơi cờ vua
5053,"một người hướng nội, nhát bắt chuyện với người lạ",Mì tương đen,"vẽ, chơi game, đọc sách"
5054,Huong Noi,Bún đậu,Bóng rổ
5055,Hướng nội,Bánh mì,Chơi
5056,Hướng nội,Pizza,Thích đá bóng
5057,Là một người hướng ngoại nói nhiều,Trà sữa,Bóng chuyền
5058,hướng nội thích không gian yên tĩnh,"cà phê sữa, đồ ngọt, bánh mì","pha chế, thư giãn, nấu ăn, thích đọc sách"
5059,"hướng ngoại khi cần thiết, bán hướng nội ambivert","đồ ăn hàn quốc, sữa tươi trân châu đường đen","nhạc cụ, ngoại ngữ"
5060,ít nói,Cafe,Thiên Văn Học
5061,"thích thử thách, hướng ngoại","mì cay, cá hồi",ngủ
5062,"hướng nội, thích tự do, riêng tư","cà phê, đồ nướng",Video Game
5063,hướng nội,bánh ngọt,nghe nhạc
5064,"hướng trung, tốt bụng, dễ thương, hòa đồng","bánh mì, cafe, ....","nói chuyện cùng bạn bè, ngắm cảnh"
5065,"thích mọi thứ có trật tự, hướng nội part time, hướng ngoại full time, thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra, dễ quạu dễ nguôi, hoặc có backup), ngăn nắp dù hay bày bừa (xong rồi dọn ngay), v.v, thích trò chuyện, hay dài dòng","củ, nước trà, các món nhiều gia vị, quả, trứng, mùi hương (hành tỏi tiêu ớt sả đầy đủ), 7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu, nước thảo mộc, chất béo hay phô mai. không ăn được cua :3, drink: (ưu tiên) nước lọc, sương sáo các thứ
food: cái gì cũng ăn được. thích rau, nước trái cây, ăn được đồ nặng mùi, cá","hát, nghe nhạc, chụp ảnh, vận động thể lực (nhẹ), tấu hài, xem phim, tám chuyện, vẽ, dọn dẹp, đi dạo ngắm cây"
5066,"thích đi ra quán cafe để học bài, là một người ít nói","thịt bò, thịt sườn, pepsi",thích chơi game
5067,Hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),"nhật, đồ ngọt, đồ ăn vặt hoặc đồ hàn","đọc sách, âm nhạc ( nghe nhạc), bóng rổ, đàn guzheng, xem phim"
5068,"khá hướng nội. thích sạch sẽ, thích yên tĩnh",Trà sữa,"lướt mxh, vẽ"
5069,"hướng nội thích ở 1 mình, ko thích đi chơi",Ăn cơm gia đình tự nấu,Xem youtube ngủ nghỉ ngơi
5070,"tích cực, lạc quan năng động","bánh mì thịt xá xíu, bún thịt nướng","vẽ tranh, xem anime, thể dục"
5071,Hướng nội,Cà phê,Đọc sách
5072,thích ở một mình,các thế loại mì,nhảy
5073,"có lòng tự trọng, là một người khiêm nhường","cá tra nhúng giấm, sinh tố bơ, mắm chưng, nước ép thơm, thịt kho mắm ruốc",học tiếng Nhật
5074,"ít nói, hướng nội","bún bò, các món nhật, trà sữa","đọc truyện, công nghệ, coi phim"
5075,Lowkey,Thích đồ healthy,bơi lội
5076,hướng nội ít nói nhưng hoà đồng thân thiện,"bún bò, nước ép trái cây, mỳ hoành thánh, đồ cay","đi tản bộ, nghe nhạc, đọc sách"
5077,Vui vẻ hoà đồng,"coca, đồ ăn nhanh",Chơi hame
5078,"yên tĩnh, ít nói","canh cải, ..., cá kho",Tìm hiểu về văn hóa các nơi
5079,Khá hòa đồng dễ bắt chuyện,Coca,Đọc truyện viết code
5080,Hướng nọpi,Paparoti,Nhiếp ảnh
5081,"hướng ngoại với người quen, hướng nội part time, nhưng hướng nội với người lạ",Gà nói chung,"ngủ, bơi, coi phim"
5082,"hướng nội, tình cảm, tham công tiếc việc","coca cola, come gà","vi vu dạo phố, nghe nhạc, xem phim"
5083,"hướng ngoại, thích giao lưu với mọi nguời","mì cay, trà sữa, lẩu, ốc, ",Võ
5084,"hướng ngoại, thích đi chơi ở ngoài với bạn bè",Đồ bình dân hoi.,Lưới fb
5085,Hoà đồng,Gà rán,Cầu lông
5086,"ngại bộc lộ tâm tư tình cảm cá nhân với người khác., là một người khá là trầm tư, thích suy diễn mọi chuyện trên đời","thích ăn cay, cá viên chiên mắm tỏi, chanh muối, coca cola","chiêm tinh, bói toán, nhạc cụ, bói tử vi, thích chơi game"
5087,"sáng nắng chiều mưa, tính cách thất thường, hướng ngoại, đôi khi hướng nội","không uống nước ngọt có ga, mình ăn uống healthy nền chỉ uống nước ép trái cây","đánh cầu lông, đi xe đạp, o buổi chiều, o buổi tối, mình thích chạy bộ, o buổi sáng"
5088,Ồn ào,Mì ý,Ngủ
5089,"thích đi các hoạt động xã hội, năng động","mình thích uống trà sữa, hoặc các loại nước có gas","chơi đàn, thích đánh cờ"
5090,"nói nhiều, thích vui chơi",Bánh chocopie,Thích đi karaoke
5091,"thích đi chơi với bạn bè, người thân, ít nói nhưng thích đám đông","bún trộn, mỳ tôm, nem nướng nha trang, gà rán","chơi game, bơi lội, nghe nhạc"
5092,Hướng nội thích ở một mình,"mì trộn, ., mì gói, nước ngọt miễn là nước ngọt có ga, trà olong","đọc truyện, chơi game, xem phim"
5093,"thích kết bạn, hướng ngoại",đồ ăn Hàn Quốc,online shopping
5094,Mình là một người khá rụt rè khi ở một mình.,Mình thích ăn tất cả những gì mình thấy ngon. Riêng đồ uống thì mình có niềm đam mê sâu sắc với Rau Má,Mình thích đọc tiểu thuyết và truyện tranh
5095,Năng động,Chả giò,Đá banh
5096,"thích ở nhà hơn là ở ngoài, lười giao tiếp...","nước c2 chanh, phở, táo","coi phim anime, holywood, chơi game"
5097,Tùy lúc,Thịt nướng,Nghe nhạc
5098,"là người 50% hướng nội, 50% hướng ngoài","lẩu chay, bánh plan, lẩy thái, trà đào","chơi game, đi du lịch, đi chơi"
5099,"một người hướng ngoại với bạn bè, hướng nội với người ngoài",Chocolate,"nhảy, chính trị, khoa học, hát"
5100,Là một người hướng nội thích ở một mình,Không quá kén chọn,"gym, game online"
5101,"thích vui vẻ, khá hòa đồng, nhộn nhịp","thích ăn vặt, uống trà sữa",Chơi game
5102,"nóng nảy - ưu tư, hướng nội - ngoại, thích ở một mình- lúc thích nói chuyện nhiều người",", đồ bún phở việt nam, ăn đồ cay",Tiền
5103,Thích yên tĩnh,Kfc,"game, đọc truyện"
5104,Trung lập,Không rõ,Xe cộ
5105,Cầu toàn,Trà sữa,Kiếm tiền
5106,Huong noi va thich o mot minh,"mi tom, moutain dew, pepsi, 7up, sprite, bánh mì..., cơm, coca, revive","thiên văn học, toán, vân vân..."
5107,", nhưng lúc high thì lại muốn nói rất nhiều, thích có ko gian riêng tư 1 mình, đôi khi ko thích chia sẻ nhiều lắm",Bánh tráng bún đậu trà sữa,Nghe nhạc xem phim đi lượn đường
5108,Mình khá ít nói cũng như là hướng nội,Bánh mì,"đọc sách.., hít thở không khí trong lành ở công viên, nghe nhạc"
5109,mình ambivert,"coca, mì gói, mình thích trà bí đao ngô gia","stress thì mình đâm đầu vô luôn, sở thích của mình là thay vì thoát khỏi áp lực"
5110,"ít nói chuyện, mình là một người hướng nội","o mỗi buổi sáng, thích ăn mì cay, uống caffee","bơi lội., thích khoa học, thích đá bóng"
5111,Hướng ngoại,Món ăn Health,Thích chơi game
5112,Vui vẻ hoạt bát năng động nhưng hơi hướng nội,"các loại bạn, trà đào, tắc, 0 độ","ngủ, chơi cầu lông, nhảy dây, game"
5113,Hòa đồnh,"bánh bột lọc, nước rau má","làm mô hình, đọc sách, vẽ, viết lách"
5114,Hướng nội ít nói,Sandwich,Nghe nhạc
5115,Linh hoạt,Món nào mình thấy hợp thì đều thích ăn,"ăn uống, coi phim, du lịch, tham gia hoạt động ngoại khoá, học"
5116,"một người ít nói hướng nội, thích ở một mình",trà sữa,toán
5117,Í nói hướng nội,"đồ thái, ăn sushi, ăn haidilao",Thích đi chơi với bạn bè
5118,"hướng nội, nhưng vẫn hoà đồng, ít nói, vui vẻ","ngũ cốc, lẩu, nước ép., các món về tôm, ức gà, đồ ăn chay, sữa đậu nành","nghe nhạc, đọc sách, chơi game, vẽ, thiết kế"
5119,"có trách nhiệm, thân thiện, hoà đồng với mng","trà sữa, sữa chua mít, phở xào, mì xào, bún chả, miến trộn, bún ốc, dừa dầm........, bánh bột lọc, bánh bông lan dâu","du lịch, xem phim, ăn uống"
5120,"ít nói nhưng hướng ngoại, vui tính",Spaghetti,"thể thao, đọc sách"
5121,"hiểu biết., sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt, rụt rè, là người hướng nội, e là một người khá tự ti, ít nói","trà ô long, các loại xôi vs chè, e thik các loại nước ngọt không có gas vd như nước yến, sữa chua, sữa trái cây, sữa của các hạt đậu, bánh ngọt, nước nha đam, e thik ăn các loại bánh mỳ, đốc cơ thanh .","e thik chơi cầu lông, , thik chạy bộ"
5122,hướng nội,bún bò,"xem phim, chơi game"
5123,"thích coi phim, là một người ít nói hướng nội",cơm chiên trứng,coi phim hoạt hình
5124,"thích tự lập, nói nhiều","nước ép trái cây, bánh ngọt",Thích đi bộ
5125,Hướng nội nhưng thích làm social media,"thịt nướng, bún bò",Học ngoại ngứ
5126,"bạn bè., thích ở một mình với gia đình",thích ăn MÌ TÔMMMMM,Thích học thích code
5127,"hướng nội 35%, hướng ngoại 65%, tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình",Socola ngọt ngào có chút đắng,Đọc sách
5128,"nhưng không phải e sợ đám đông, hướng trung (ambivert) lúc thích một mình","ăn pizza, phở bò, bún chả, bánh gai",Nghiên cứu về tài chính
5129,Là một người ít nói hướng nội,"mì cay, bún đậu, nước ép","nấu ăn, bơi lội, xem phim"
5130,"thích ở một mình, tôi là một người ít nói, hướng nội","bánh căn, mì quảng, bánh xèo, gà rán hay đồ chiên, cơm tấm","xem phim, đọc tiểu thuyết, truyện, nghe nhạc"
